customer,state,response,coverage,education,employment_status,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
AS55478,Oregon,No,Extended,Undergraduate,Employed,M,Suburban,Married,Corporate Auto,3,4,Call Center,Four-Door Car,Small
OB52091,Washington,No,Basic,Undergraduate,Employed,M,Suburban,Divorced,Personal Auto,1,1,Agent,Four-Door Car,Midsize
AM28777,Oregon,No,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,1,2,Agent,Four-Door Car,Midsize
AQ70385,Oregon,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,3,2,Branch,Four-Door Car,Midsize
FL22732,Oregon,No,Basic,Undergraduate,Employed,M,Urban,Married,Personal Auto,2,4,Agent,Four-Door Car,Midsize
JD75068,Oregon,No,Basic,Undergraduate,Unemployed,F,Suburban,Married,Corporate Auto,3,1,Agent,Four-Door Car,Midsize
MM70762,Arizona,Yes,Basic,Postgraduate,Employed,M,Rural,Single,Personal Auto,1,1,Agent,Luxury,Midsize
JT46803,Oregon,No,Basic,Undergraduate,Employed,F,Rural,Single,Personal Auto,2,3,Web,Four-Door Car,Midsize
VO25938,Oregon,Yes,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,1,2,Call Center,Four-Door Car,Midsize
FP31685,Oregon,No,Basic,Undergraduate,Employed,F,Suburban,Single,Personal Auto,3,2,Agent,Four-Door Car,Midsize
LP69867,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Midsize
BX88330,Washington,No,Basic,Undergraduate,Employed,F,Urban,Single,Personal Auto,2,3,Agent,Four-Door Car,Midsize
QQ86648,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,1,2,Call Center,Two-Door Car,Small
VE80757,Oregon,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,1,3,Branch,Two-Door Car,Midsize
BE69929,Arizona,No,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,3,2,Branch,Two-Door Car,Midsize
BM31989,Arizona,No,Premium,Undergraduate,Employed,M,Rural,Married,Personal Auto,3,2,Agent,Four-Door Car,Midsize
HW27766,Arizona,No,Extended,Undergraduate,Other,M,Suburban,Married,Personal Auto,3,1,Branch,Four-Door Car,Midsize
BC90645,California,No,Basic,Postgraduate,Employed,F,Rural,Single,Personal Auto,2,2,Branch,Four-Door Car,Midsize
GC36679,Oregon,No,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,3,2,Web,Four-Door Car,Midsize
VI74176,Arizona,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,1,2,Agent,SUV,Midsize
BX24569,California,Yes,Basic,Undergraduate,Unemployed,M,Suburban,Married,Personal Auto,2,2,Agent,SUV,Midsize
DR32525,Arizona,No,Extended,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,3,3,Agent,Four-Door Car,Midsize
CP76842,Nevada,No,Extended,Undergraduate,Employed,F,Rural,Married,Corporate Auto,3,2,Call Center,Two-Door Car,Midsize
IH20118,Oregon,Yes,Basic,High School or Below,Other,M,Suburban,Single,Personal Auto,3,2,Call Center,Four-Door Car,Midsize
DA20472,California,Yes,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,3,2,Agent,Luxury,Midsize
DN67273,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,3,1,Agent,Two-Door Car,Small
ZZ20738,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,2,4,Agent,Luxury,Midsize
AS18084,California,Yes,Basic,Undergraduate,Other,F,Suburban,Married,Personal Auto,2,1,Branch,Luxury,Large
FY21364,California,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Corporate Auto,1,2,Agent,SUV,Midsize
LL73047,California,No,Basic,High School or Below,Other,F,Suburban,Divorced,Personal Auto,2,1,Branch,Four-Door Car,Midsize
CG15505,California,Yes,Extended,Postgraduate,Employed,F,Suburban,Divorced,Personal Auto,3,2,Agent,Luxury,Midsize
ZZ22047,Washington,Yes,Basic,Undergraduate,Employed,M,Suburban,Divorced,Corporate Auto,3,1,Agent,Four-Door Car,Midsize
NG56399,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,2,3,Branch,Two-Door Car,Midsize
MD45928,Arizona,Yes,Premium,High School or Below,Employed,F,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Midsize
OV29928,Washington,No,Basic,Undergraduate,Employed,F,Urban,Married,Corporate Auto,3,3,Agent,Four-Door Car,Midsize
OR28030,California,Yes,Basic,Undergraduate,Employed,M,Suburban,Divorced,Corporate Auto,3,2,Call Center,Two-Door Car,Small
LO48748,Oregon,No,Extended,Postgraduate,Employed,F,Rural,Single,Personal Auto,1,2,Web,Four-Door Car,Large
FX95323,Oregon,No,Basic,Undergraduate,Employed,M,Rural,Married,Personal Auto,3,4,Agent,Four-Door Car,Midsize
AG85127,Oregon,No,Basic,Undergraduate,Employed,M,Urban,Married,Special Auto,3,3,Web,Four-Door Car,Midsize
JN33628,California,No,Premium,Undergraduate,Unemployed,M,Suburban,Married,Personal Auto,3,2,Branch,SUV,Small
QU69375,Nevada,Yes,Extended,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,2,1,Agent,Two-Door Car,Midsize
FM37864,California,No,Extended,Undergraduate,Employed,F,Urban,Divorced,Personal Auto,2,1,Agent,Two-Door Car,Large
IL23615,Oregon,No,Extended,Undergraduate,Employed,M,Suburban,Single,Personal Auto,2,2,Branch,Four-Door Car,Large
FZ44411,Arizona,No,Extended,Undergraduate,Unemployed,M,Suburban,Married,Corporate Auto,2,2,Call Center,Four-Door Car,Midsize
JE32215,California,No,Premium,Undergraduate,Employed,F,Rural,Married,Personal Auto,2,2,Branch,Two-Door Car,Midsize
FQ88964,Arizona,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,2,3,Call Center,Two-Door Car,Large
WW22291,California,No,Basic,Postgraduate,Employed,M,Suburban,Divorced,Personal Auto,2,2,Call Center,Four-Door Car,Midsize
EV39637,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,1,1,Branch,Four-Door Car,Midsize
TG36139,California,No,Extended,High School or Below,Other,F,Suburban,Single,Corporate Auto,1,4,Branch,SUV,Midsize
XN25550,Oregon,No,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,2,4,Agent,SUV,Midsize
NG94966,California,No,Basic,Undergraduate,Employed,M,Suburban,Divorced,Personal Auto,3,2,Agent,Four-Door Car,Large
AD28349,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Divorced,Personal Auto,3,1,Call Center,Four-Door Car,Midsize
VZ56705,Oregon,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,2,1,Agent,Four-Door Car,Midsize
TQ82322,California,No,Basic,Undergraduate,Employed,F,Urban,Single,Personal Auto,2,2,Branch,Two-Door Car,Midsize
CB77819,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,3,1,Web,Two-Door Car,Midsize
VG68427,Arizona,No,Basic,High School or Below,Employed,M,Urban,Married,Corporate Auto,2,4,Branch,Four-Door Car,Midsize
WO42164,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,3,1,Call Center,Four-Door Car,Midsize
NL87371,Oregon,No,Basic,Undergraduate,Unemployed,M,Suburban,Divorced,Personal Auto,3,4,Web,Two-Door Car,Midsize
QW24080,Oregon,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,2,3,Branch,Four-Door Car,Large
ZL53118,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Midsize
GT19025,Oregon,No,Extended,Undergraduate,Other,F,Urban,Divorced,Personal Auto,1,1,Branch,Four-Door Car,Midsize
VN44400,California,No,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,2,3,Branch,Two-Door Car,Midsize
JF45126,Nevada,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,2,2,Branch,SUV,Midsize
SW94040,Oregon,No,Extended,Undergraduate,Employed,F,Suburban,Divorced,Personal Auto,1,1,Agent,Four-Door Car,Midsize
XI36396,California,No,Extended,Undergraduate,Other,M,Suburban,Married,Personal Auto,2,3,Agent,Four-Door Car,Midsize
CL38926,Oregon,No,Basic,Undergraduate,Other,M,Suburban,Single,Corporate Auto,3,2,Call Center,SUV,Midsize
CU10179,California,No,Extended,Undergraduate,Employed,F,Rural,Married,Personal Auto,1,2,Agent,Luxury,Small
BK57087,California,No,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,3,3,Branch,SUV,Midsize
LF94282,Nevada,No,Basic,Undergraduate,Employed,M,Rural,Married,Personal Auto,2,2,Branch,Two-Door Car,Midsize
BO46265,Oregon,No,Extended,Undergraduate,Other,M,Suburban,Married,Personal Auto,3,1,Branch,Four-Door Car,Small
VJ45879,California,No,Premium,Undergraduate,Employed,M,Rural,Married,Personal Auto,1,4,Agent,Two-Door Car,Midsize
FR12423,Oregon,Yes,Basic,Undergraduate,Other,M,Suburban,Divorced,Personal Auto,3,1,Agent,Four-Door Car,Midsize
IY87065,California,Yes,Basic,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,1,1,Agent,Two-Door Car,Midsize
LR49944,Nevada,No,Basic,Postgraduate,Employed,F,Rural,Married,Personal Auto,3,1,Agent,Two-Door Car,Large
LU40443,Oregon,No,Basic,Postgraduate,Employed,M,Urban,Single,Personal Auto,2,2,Web,Four-Door Car,Midsize
HN54181,California,No,Extended,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,1,3,Agent,Four-Door Car,Small
GC52187,Nevada,No,Extended,Undergraduate,Employed,F,Urban,Married,Personal Auto,2,4,Branch,Two-Door Car,Large
FH22095,California,No,Basic,Undergraduate,Employed,M,Suburban,Married,Corporate Auto,3,2,Branch,Two-Door Car,Small
KY55245,California,Yes,Basic,High School or Below,Other,M,Suburban,Single,Personal Auto,3,2,Call Center,Four-Door Car,Midsize
ST43920,Arizona,Yes,Basic,Postgraduate,Other,F,Suburban,Divorced,Personal Auto,3,2,Branch,Two-Door Car,Midsize
GG84614,Oregon,No,Extended,High School or Below,Employed,F,Suburban,Single,Personal Auto,3,3,Branch,Two-Door Car,Midsize
JW94491,California,Yes,Basic,Undergraduate,Other,M,Suburban,Divorced,Personal Auto,2,2,Web,Four-Door Car,Midsize
EW51866,Arizona,No,Extended,Undergraduate,Employed,F,Rural,Married,Personal Auto,2,1,Call Center,Four-Door Car,Midsize
KU13616,California,Yes,Premium,Undergraduate,Other,F,Suburban,Divorced,Personal Auto,2,1,Agent,Four-Door Car,Midsize
CB15842,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Special Auto,3,1,Agent,SUV,Midsize
RN66968,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,3,2,Agent,Four-Door Car,Large
IQ30108,Oregon,No,Extended,High School or Below,Employed,M,Urban,Married,Special Auto,2,3,Agent,Four-Door Car,Midsize
VB23257,Oregon,No,Basic,Undergraduate,Employed,M,Rural,Single,Special Auto,3,1,Branch,SUV,Midsize
CV13878,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,3,2,Call Center,Two-Door Car,Midsize
FD14790,Oregon,No,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,1,4,Branch,Four-Door Car,Small
VZ61940,Nevada,No,Basic,Postgraduate,Employed,F,Urban,Married,Personal Auto,3,3,Agent,Four-Door Car,Small
PX66705,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,3,2,Agent,Four-Door Car,Midsize
XG66314,California,No,Basic,Undergraduate,Employed,M,Urban,Married,Personal Auto,3,1,Branch,SUV,Midsize
ZM40672,Oregon,No,Basic,Postgraduate,Unemployed,F,Suburban,Single,Corporate Auto,3,2,Agent,Two-Door Car,Small
VF21523,Nevada,No,Basic,High School or Below,Employed,F,Suburban,Single,Corporate Auto,3,2,Web,Two-Door Car,Small
OM50417,Arizona,No,Extended,Undergraduate,Employed,F,Rural,Married,Personal Auto,2,1,Call Center,Four-Door Car,Midsize
SO54368,Oregon,Yes,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,2,1,Agent,SUV,Midsize
XZ62430,Arizona,Yes,Extended,Undergraduate,Other,M,Suburban,Married,Personal Auto,3,2,Agent,Two-Door Car,Midsize
RZ51338,Arizona,No,Basic,Undergraduate,Other,M,Suburban,Divorced,Personal Auto,3,2,Branch,Four-Door Car,Midsize
NV13794,Nevada,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,1,1,Agent,SUV,Small
JB23570,California,No,Extended,Undergraduate,Employed,M,Suburban,Married,Corporate Auto,2,4,Branch,SUV,Midsize
MH24522,California,No,Basic,Undergraduate,Unemployed,M,Suburban,Married,Personal Auto,2,1,Call Center,Luxury,Small
TD78032,Washington,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,1,4,Call Center,Four-Door Car,Midsize
WW41496,Nevada,No,Extended,Undergraduate,Employed,F,Urban,Divorced,Personal Auto,3,2,Agent,Two-Door Car,Midsize
IF32545,Nevada,Yes,Basic,Postgraduate,Other,F,Suburban,Divorced,Corporate Auto,3,1,Agent,Four-Door Car,Small
HF72557,Washington,No,Extended,Undergraduate,Other,M,Suburban,Divorced,Personal Auto,2,1,Branch,Four-Door Car,Midsize
MD41042,Arizona,No,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,3,2,Web,Two-Door Car,Midsize
UP31333,Washington,Yes,Basic,Undergraduate,Employed,M,Suburban,Married,Corporate Auto,3,2,Branch,SUV,Small
UC35517,Oregon,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Corporate Auto,3,4,Branch,Four-Door Car,Small
HS89788,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,1,2,Branch,Luxury,Midsize
SG82836,Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,1,Branch,Two-Door Car,Small
VM50666,California,No,Basic,Postgraduate,Unemployed,M,Suburban,Divorced,Special Auto,3,1,Branch,Four-Door Car,Large
MD70513,Washington,No,Basic,Undergraduate,Employed,M,Suburban,Single,Personal Auto,2,1,Branch,SUV,Midsize
YX96463,Oregon,No,Basic,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,2,2,Call Center,Four-Door Car,Small
LH38387,Nevada,No,Extended,Undergraduate,Employed,F,Rural,Married,Personal Auto,3,4,Branch,Two-Door Car,Midsize
BY59578,California,No,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,3,1,Agent,Four-Door Car,Midsize
RN12107,Oregon,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,1,1,Call Center,Luxury,Midsize
MZ84108,Arizona,No,Extended,Undergraduate,Employed,M,Urban,Single,Personal Auto,3,1,Branch,Luxury,Midsize
JG68387,Nevada,No,Basic,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,3,1,Agent,SUV,Large
AQ94108,Oregon,No,Basic,Undergraduate,Employed,F,Rural,Married,Corporate Auto,3,1,Branch,Four-Door Car,Midsize
NE85389,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,3,2,Branch,Four-Door Car,Midsize
JQ35849,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,3,4,Agent,Four-Door Car,Midsize
QU93024,California,No,Extended,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,2,1,Agent,SUV,Midsize
EQ90867,Oregon,No,Basic,Undergraduate,Employed,M,Suburban,Divorced,Corporate Auto,1,1,Agent,Four-Door Car,Small
PG67485,Nevada,Yes,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,2,2,Web,Luxury,Midsize
OX62244,California,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,1,1,Branch,Four-Door Car,Midsize
MW98508,Oregon,No,Basic,Undergraduate,Employed,F,Rural,Married,Special Auto,3,2,Web,Four-Door Car,Midsize
MM50888,Arizona,No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,3,2,Web,Two-Door Car,Midsize
QZ19741,Oregon,No,Premium,Undergraduate,Employed,F,Suburban,Married,Personal Auto,1,2,Branch,SUV,Midsize
ET10831,Oregon,No,Basic,Undergraduate,Employed,M,Suburban,Single,Personal Auto,1,1,Call Center,Four-Door Car,Midsize
OL72669,Arizona,No,Premium,Undergraduate,Unemployed,M,Suburban,Single,Corporate Auto,3,1,Call Center,SUV,Midsize
BM46418,Nevada,No,Basic,Undergraduate,Employed,M,Urban,Married,Personal Auto,3,2,Branch,Two-Door Car,Midsize
VD78722,Oregon,Yes,Basic,Undergraduate,Employed,M,Urban,Single,Personal Auto,2,2,Agent,Four-Door Car,Midsize
FL69981,California,No,Basic,Undergraduate,Unemployed,F,Suburban,Married,Personal Auto,3,2,Call Center,SUV,Midsize
EG10175,California,No,Extended,Postgraduate,Employed,F,Urban,Divorced,Personal Auto,3,1,Agent,Two-Door Car,Large
WS60888,California,Yes,Basic,Undergraduate,Other,M,Suburban,Married,Personal Auto,2,1,Agent,SUV,Midsize
LM58227,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,2,1,Call Center,Four-Door Car,Midsize
IK49861,Oregon,No,Extended,Undergraduate,Unemployed,M,Rural,Married,Personal Auto,2,2,Agent,Two-Door Car,Midsize
RM87465,Arizona,Yes,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,2,2,Call Center,Four-Door Car,Midsize
BY75330,California,No,Basic,Undergraduate,Employed,M,Urban,Divorced,Personal Auto,2,1,Agent,SUV,Small
CF41619,Nevada,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,3,2,Branch,Four-Door Car,Small
ZZ54454,Nevada,No,Premium,Postgraduate,Employed,M,Suburban,Single,Personal Auto,2,2,Agent,Two-Door Car,Small
CU84967,California,Yes,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,3,1,Agent,SUV,Midsize
UR56056,Oregon,No,Extended,Undergraduate,Employed,M,Rural,Married,Personal Auto,3,3,Agent,SUV,Midsize
VN30344,California,No,Extended,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,3,2,Agent,Four-Door Car,Small
YE67531,Oregon,Yes,Basic,High School or Below,Other,M,Suburban,Married,Personal Auto,3,1,Web,Luxury,Midsize
EW67348,Nevada,Yes,Basic,Undergraduate,Employed,F,Suburban,Divorced,Personal Auto,3,2,Call Center,Four-Door Car,Midsize
PD69398,Washington,No,Extended,Undergraduate,Employed,M,Rural,Married,Corporate Auto,1,2,Call Center,Four-Door Car,Midsize
YT43943,California,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,3,2,Agent,Four-Door Car,Midsize
ON74557,California,No,Extended,Undergraduate,Employed,M,Urban,Married,Personal Auto,2,3,Branch,SUV,Midsize
JL52508,Oregon,Yes,Extended,Postgraduate,Employed,M,Suburban,Married,Personal Auto,2,2,Branch,SUV,Midsize
UI62725,Oregon,No,Basic,Undergraduate,Employed,M,Suburban,Divorced,Corporate Auto,3,2,Agent,Four-Door Car,Midsize
LO75919,Arizona,No,Extended,Undergraduate,Employed,M,Urban,Married,Personal Auto,3,1,Call Center,Two-Door Car,Midsize
SM62247,Nevada,No,Extended,High School or Below,Employed,F,Suburban,Single,Corporate Auto,3,2,Call Center,Luxury,Midsize
AF20716,Oregon,No,Basic,Undergraduate,Employed,M,Rural,Married,Personal Auto,3,2,Agent,Two-Door Car,Midsize
LQ22609,Arizona,No,Extended,Undergraduate,Employed,F,Rural,Married,Personal Auto,3,2,Call Center,Four-Door Car,Midsize
ZP80265,Oregon,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,3,1,Agent,Two-Door Car,Large
BO87401,Nevada,Yes,Basic,Undergraduate,Unemployed,F,Suburban,Divorced,Personal Auto,1,1,Agent,SUV,Midsize
SX20211,Oregon,No,Premium,Undergraduate,Employed,M,Suburban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Midsize
EK61334,California,No,Extended,Undergraduate,Unemployed,F,Urban,Married,Personal Auto,2,3,Agent,Four-Door Car,Midsize
QJ49871,Oregon,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,1,3,Call Center,SUV,Midsize
OO65445,Oregon,No,Basic,Undergraduate,Unemployed,F,Urban,Married,Personal Auto,1,1,Call Center,Four-Door Car,Midsize
WP55297,Washington,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,1,2,Branch,Four-Door Car,Large
WY12393,Washington,No,Basic,High School or Below,Employed,F,Suburban,Single,Special Auto,1,1,Branch,Two-Door Car,Midsize
JF32940,Oregon,No,Extended,Undergraduate,Employed,F,Rural,Married,Personal Auto,2,2,Agent,SUV,Small
WX84274,Oregon,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Corporate Auto,3,1,Agent,Four-Door Car,Small
CW85845,California,No,Basic,High School or Below,Employed,F,Urban,Married,Corporate Auto,2,2,Agent,Four-Door Car,Midsize
IO57824,Arizona,No,Extended,Undergraduate,Unemployed,M,Urban,Married,Personal Auto,2,2,Web,Four-Door Car,Midsize
AX86552,California,No,Extended,Undergraduate,Other,M,Suburban,Divorced,Personal Auto,2,2,Web,Four-Door Car,Midsize
LM84078,Oregon,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,2,3,Web,SUV,Midsize
GG87344,Oregon,No,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,3,3,Agent,SUV,Midsize
LA35379,Oregon,No,Basic,Postgraduate,Employed,F,Rural,Married,Personal Auto,1,2,Agent,Four-Door Car,Small
EZ43738,California,No,Basic,Undergraduate,Other,F,Suburban,Married,Personal Auto,3,1,Agent,Four-Door Car,Midsize
DF49110,Oregon,No,Basic,Postgraduate,Employed,M,Urban,Married,Personal Auto,1,2,Call Center,Four-Door Car,Midsize
IL32727,California,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,2,1,Agent,SUV,Midsize
